doc_id,block_type,para_id,sent_id,is_para_final,page_n,heading,textstring_orig,textstring_rich,textstring_simple
ellis_1854,body,192,0,False,83,Sirup or Mob Anti'Syphilitique of Laffecteur,"℞. Sarsaparillae, Arundinis Phragmitis, āā 5xxx.",℞ sarsaparillae arundinis phragmitis āā 5xxx,r sarsaparillae arundinis phragmitis aa xxx
ellis_1854,body,192,1,False,83,Sirup or Mob Anti'Syphilitique of Laffecteur,"Florum Boraginis Officinalis, ʒviij.",florum boraginis officinalis ʒviij,florum boraginis officinalis dviij
ellis_1854,body,192,2,False,83,Sirup or Mob Anti'Syphilitique of Laffecteur,"Sennæ Eosas Albse, āā ʒij.",sennæ eosas albse āā ʒij,sennae eosas albse aa dij
ellis_1854,body,192,3,False,83,Sirup or Mob Anti'Syphilitique of Laffecteur,"Sacchari Mellis, āā Bbvj.",sacchari mellis āā bbvj,sacchari mellis aa bbvj
ellis_1854,body,192,4,True,83,Sirup or Mob Anti'Syphilitique of Laffecteur,"Aquas, q.s.",aquas q s,aquas q s
ellis_1854,body,193,0,False,83,Decoction of Burdock,"℞. Radicis Lappae, ʒiij.",℞ radicis lappae ʒiij,r radicis lappae diij
ellis_1854,body,193,1,True,83,Decoction of Burdock,"Aquæ, Oiij.",aquæ oiij,aquae oiij
ellis_1854,body,194,0,False,89,Decoction of Mezereon,"℞. Mezerei, ʒvj.",℞ mezerei ʒvj,r mezerei dvj
ellis_1854,body,194,1,True,89,Decoction of Mezereon,"Aquje, Ovj.",aquje ovj,aquje ovj
ellis_1854,body,195,0,True,89,Compound Decoction of Sarsaparilla,"℞. Decocti Sarsaparillae Compositi, Oj.",℞ decocti sarsaparillae compositi oj,r decocti sarsaparillae compositi oj
ellis_1854,body,196,0,True,89,the formulae heretofore published. Editor,"℞. SarsapariUa, in chips, 5xij.",℞ sarsapariua in chips 5xij,r sarsapariua in chips xij
ellis_1854,body,197,0,True,90,,"℞. To the dregs of the strong decoction, add, Sarsaparilla, in chips, ℥vj.",℞ to the dregs of the strong decoction add sarsaparilla in chips ℥vj,r to the dregs of the strong decoction add sarsaparilla in chips zvj
ellis_1854,body,198,0,False,90,Mixture of Muriate of Baryta and Iron,"℞. Barii Chloridi, ʒss.",℞ barii chloridi ʒss,r barii chloridi dss
ellis_1854,body,198,1,False,90,Mixture of Muriate of Baryta and Iron,"Aquæ Menthæ Piperitæ, f℥ijss.",aquæ menthæ piperitæ f℥ijss,aquae menthae piperitae fzijss
ellis_1854,body,198,2,False,90,Mixture of Muriate of Baryta and Iron,"Tincturæ Ferri Chloridi, fʒss.",tincturæ ferri chloridi fʒss,tincturae ferri chloridi fdss
ellis_1854,body,198,3,False,90,Mixture of Muriate of Baryta and Iron,"Syrupi Aurantii Corticis, fʒj.",syrupi aurantii corticis fʒj,syrupi aurantii corticis fdj
ellis_1854,body,198,4,False,90,Mixture of Muriate of Baryta and Iron,Fiat mistura.,fiat mistura,fiat mistura
ellis_1854,body,198,5,True,90,Mixture of Muriate of Baryta and Iron,Sigma.,sigma,sigma
ellis_1854,body,199,0,False,91,Mixture with Buchu and lodiik of Potassium,"℞. Infusi Buchu, f℥viij.",℞ infusi buchu f℥viij,r infusi buchu fzviij
ellis_1854,body,199,1,False,91,Mixture with Buchu and lodiik of Potassium,"Liquoris Potassæ, fʒj.",liquoris potassæ fʒj,liquoris potassae fdj
ellis_1854,body,199,2,False,91,Mixture with Buchu and lodiik of Potassium,"Potassii Iodidi, ʒss.",potassii iodidi ʒss,potassii iodidi dss
ellis_1854,body,199,3,False,91,Mixture with Buchu and lodiik of Potassium,"Spiritûs Ætheris Nitrici, fʒiij.",spiritûs ætheris nitrici fʒiij,spiritus aetheris nitrici fdiij
ellis_1854,body,199,4,True,91,Mixture with Buchu and lodiik of Potassium,Fiat mistura.,fiat mistura,fiat mistura
ellis_1854,body,200,0,False,91,Corrosive Sublimate Solution,"℞. HydrargjTi Chloridi Corrosivi, gr. j.",℞ hydrargjti chloridi corrosivi gr j,r hydrargjti chloridi corrosivi gr j
ellis_1854,body,200,1,True,91,Corrosive Sublimate Solution,"Solve in Aquam, fgss.",solve in aquam fgss,solve in aquam fgss
ellis_1854,body,201,0,False,91,Sarsaparilla Beer,"℞. Sarsaparillæ contusæ, ftij.",℞ sarsaparillæ contusæ ftij,r sarsaparillae contusae ftij
ellis_1854,body,201,1,False,91,Sarsaparilla Beer,"Pulveris Guaiaci Corticis, ℥viij.",pulveris guaiaci corticis ℥viij,pulveris guaiaci corticis zviij
ellis_1854,body,201,2,False,91,Sarsaparilla Beer,"Ligni Guaiaci concisi Anisi Radicis Glycyrrhizæ contusæ, ail ʒiv.",ligni guaiaci concisi anisi radicis glycyrrhizæ contusæ ail ʒiv,ligni guaiaci concisi anisi radicis glycyrrhizae contusae ail div
ellis_1854,body,201,3,False,91,Sarsaparilla Beer,"Mezerei, ʒj.",mezerei ʒj,mezerei dj
ellis_1854,body,201,4,False,91,Sarsaparilla Beer,"Sacchari Precis, Bbij.",sacchari precis bbij,sacchari precis bbij
ellis_1854,body,201,5,False,91,Sarsaparilla Beer,"Caryophylli contusi, sss.",caryophylli contusi sss,caryophylli contusi sss
ellis_1854,body,201,6,True,91,Sarsaparilla Beer,"Aquæ bullientis, congios iv.",aquæ bullientis congios iv,aquae bullientis congios iv
ellis_1854,body,202,0,False,91,"Powders of Myrrh, Ipecacuanha, &c","℞. Pulveris Myrrhæ, gr. xij.",℞ pulveris myrrhæ gr xij,r pulveris myrrhae gr xij
ellis_1854,body,202,1,False,91,"Powders of Myrrh, Ipecacuanha, &c","Ipecacuanhæ, gr. vj.",ipecacuanhæ gr vj,ipecacuanhae gr vj
ellis_1854,body,202,2,False,91,"Powders of Myrrh, Ipecacuanha, &c","Potassæ Nitratis, ʒss.",potassæ nitratis ʒss,potassae nitratis dss
ellis_1854,body,202,3,False,91,"Powders of Myrrh, Ipecacuanha, &c","Misce, et divide in partes iv.",misce et divide in partes iv,misce et divide in partes iv
ellis_1854,body,202,4,True,91,"Powders of Myrrh, Ipecacuanha, &c",One to be taken every fourth.,one to be taken every fourth,one to be taken every fourth
ellis_1854,body,203,0,False,91,Compound Powder of Ipecacuanha,"℞. Pulveris Ipecacuanhæ, et Opii, ʒss.",℞ pulveris ipecacuanhæ et opii ʒss,r pulveris ipecacuanhae et opii dss
ellis_1854,body,203,1,True,91,Compound Powder of Ipecacuanha,Divide in chartulas iij.,divide in chartulas iij,divide in chartulas iij
ellis_1854,body,204,0,False,93,"Powders with Nitrate of Potash, Calomel, Opium, &c","℞. Potassæ Nitratis, ʒj« nydrargyri Chloridi Mitis, gr. iij.",℞ potassæ nitratis ʒj« nydrargyri chloridi mitis gr iij,r potassae nitratis dj nydrargyri chloridi mitis gr iij
ellis_1854,body,204,1,False,93,"Powders with Nitrate of Potash, Calomel, Opium, &c","Pulveris Opii, gr. iij.",pulveris opii gr iij,pulveris opii gr iij
ellis_1854,body,204,2,True,93,"Powders with Nitrate of Potash, Calomel, Opium, &c","Ipecacuanhæ, gr. iij. vel y] Misce, et divide in cliartulas yj.",ipecacuanhæ gr iij vel y misce et divide in cliartulas yj,ipecacuanhae gr iij vel y misce et divide in cliartulas yj
ellis_1854,body,205,0,False,93,Pills of Sulphate of Zinc and Myrrh,"℞. Zinci Sulphatis, gr. x.",℞ zinci sulphatis gr x,r zinci sulphatis gr x
ellis_1854,body,205,1,True,93,Pills of Sulphate of Zinc and Myrrh,"Pulveris Myrrhæ, ʒiss Confectionis Eosse, q.s. ut fiant pilulae xx.",pulveris myrrhæ ʒiss confectionis eosse q s ut fiant pilulae xx,pulveris myrrhae diss confectionis eosse q s ut fiant pilulae xx
ellis_1854,body,206,0,False,93,"Pills of Conium, Ipecacuanha, etc","℞. Extracti Conii, Pulveris Ipecacuanhæ et Opii, āā gr. x.",℞ extracti conii pulveris ipecacuanhæ et opii āā gr x,r extracti conii pulveris ipecacuanhae et opii aa gr x
ellis_1854,body,206,1,True,93,"Pills of Conium, Ipecacuanha, etc","Misce, et fiant pilulæ v.",misce et fiant pilulæ v,misce et fiant pilulae v
ellis_1854,body,207,0,False,93,"Pills of Tartar Mnetic, &c","℞. Antimonii et Potass» Tartratis, Pulveris Opii, āā gr. jss.",℞ antimonii et potass» tartratis pulveris opii āā gr jss,r antimonii et potass tartratis pulveris opii aa gr jss
ellis_1854,body,207,1,True,93,"Pills of Tartar Mnetic, &c","Tragacanthæ, gr. x.",tragacanthæ gr x,tragacanthae gr x
ellis_1854,body,208,0,False,94,"Pills of Squill, Ammoniac, &c","℞. Pulveris Scillæ, gr. xxx.",℞ pulveris scillæ gr xxx,r pulveris scillae gr xxx
ellis_1854,body,208,1,False,94,"Pills of Squill, Ammoniac, &c","Ammoniaci, ʒiss.",ammoniaci ʒiss,ammoniaci diss
ellis_1854,body,208,2,True,94,"Pills of Squill, Ammoniac, &c","Extract! Conii, gr. xxx.",extract conii gr xxx,extract conii gr xxx
ellis_1854,body,209,0,False,94,"Pills of Squill, Calomel, &c","℞. Hydrargyri Chloridi Mitis, gr. iij.",℞ hydrargyri chloridi mitis gr iij,r hydrargyri chloridi mitis gr iij
ellis_1854,body,209,1,False,94,"Pills of Squill, Calomel, &c","Scillæ recentis Ammoniaci, āā ℈j. .",scillæ recentis ammoniaci āā ℈j,scillae recentis ammoniaci aa ej
ellis_1854,body,209,2,False,94,"Pills of Squill, Calomel, &c","Pulveris Ipecacuanhæ et Opii, ʒss.",pulveris ipecacuanhæ et opii ʒss,pulveris ipecacuanhae et opii dss
ellis_1854,body,209,3,True,94,"Pills of Squill, Calomel, &c","Confectionis Eosae, q.s. ut fiat massa, et divide in pilulas xxx.",confectionis eosae q s ut fiat massa et divide in pilulas xxx,confectionis eosae q s ut fiat massa et divide in pilulas xxx
ellis_1854,body,210,0,False,94,"Pills of Calomel, Squill, &c","℞. Hydrargyri Chloridi Mitis, gr. xxiv.",℞ hydrargyri chloridi mitis gr xxiv,r hydrargyri chloridi mitis gr xxiv
ellis_1854,body,210,1,False,94,"Pills of Calomel, Squill, &c","Pulveris Scillæ, ʒss.",pulveris scillæ ʒss,pulveris scillae dss
ellis_1854,body,210,2,False,94,"Pills of Calomel, Squill, &c","Antimonii et Potassæ Tartratis, gr. vj.",antimonii et potassæ tartratis gr vj,antimonii et potassae tartratis gr vj
ellis_1854,body,210,3,False,94,"Pills of Calomel, Squill, &c","Pulveris Opii, gr. xviij.",pulveris opii gr xviij,pulveris opii gr xviij
ellis_1854,body,210,4,True,94,"Pills of Calomel, Squill, &c","Syrupi, q.s.",syrupi q s,syrupi q s
ellis_1854,body,211,0,True,94,Pills of Sulphate of Zinc,"℞. Zinci Sulphatis, ℈ss.",℞ zinci sulphatis ℈ss,r zinci sulphatis ess
ellis_1854,body,212,0,True,94,Tar Pills,"℞. Picis liquidae, ℥j.",℞ picis liquidae ℥j,r picis liquidae zj
ellis_1854,body,213,0,False,94,"Pills of Tar, Gentian, and Quassia","℞. Picis liquidae, ʒj.",℞ picis liquidae ʒj,r picis liquidae dj
ellis_1854,body,213,1,True,94,"Pills of Tar, Gentian, and Quassia","Extracti Quassiae, gr. xx.",extracti quassiae gr xx,extracti quassiae gr xx
ellis_1854,body,214,0,False,95,"Pills of Myrrh, &c","℞. Myrrhæ, ʒiss.",℞ myrrhæ ʒiss,r myrrhae diss
ellis_1854,body,214,1,False,95,"Pills of Myrrh, &c","Pulveris Scillæ, ʒss.",pulveris scillæ ʒss,pulveris scillae dss
ellis_1854,body,214,2,True,95,"Pills of Myrrh, &c","Extracti Hyoscyami, ℈ij.",extracti hyoscyami ℈ij,extracti hyoscyami eij
ellis_1854,body,215,0,False,95,Pills of Cyanuret of Potassium,"℞. Potassii Cyanureti, gr. j.",℞ potassii cyanureti gr j,r potassii cyanureti gr j
ellis_1854,body,215,1,True,95,Pills of Cyanuret of Potassium,"Amyli, gr. iv.",amyli gr iv,amyli gr iv
ellis_1854,body,216,0,False,95,Wistais Cough Lozenges,"℞. Pulveris Acaciæ, Extracti Glycyrrhizæ Sacchari, āā ℥ij.",℞ pulveris acaciæ extracti glycyrrhizæ sacchari āā ℥ij,r pulveris acaciae extracti glycyrrhizae sacchari aa zij
ellis_1854,body,216,1,False,95,Wistais Cough Lozenges,"Olei Anisi, gtt. iv.",olei anisi gtt iv,olei anisi gtt iv
ellis_1854,body,216,2,True,95,Wistais Cough Lozenges,"Misce, et adde.",misce et adde,misce et adde
ellis_1854,body,217,0,False,95,Emetia Lozenges,"℞. Emetiæ Fuscae, gr. xxxij.",℞ emetiæ fuscae gr xxxij,r emetiae fuscae gr xxxij
ellis_1854,body,217,1,False,95,Emetia Lozenges,"Sacchari, ʒij.",sacchari ʒij,sacchari dij
ellis_1854,body,217,2,True,95,Emetia Lozenges,"Mucilaginis Acaciæ, q.s.",mucilaginis acaciæ q s,mucilaginis acaciae q s
ellis_1854,body,218,0,False,95,Jackscmls Pectoral Lozenges,"℞. Pulveris Ipecacuanh®, gr. x.",℞ pulveris ipecacuanh® gr x,r pulveris ipecacuanh gr x
ellis_1854,body,218,1,False,95,Jackscmls Pectoral Lozenges,"Antimonii Sulphureti praecipitati, gr. v.",antimonii sulphureti praecipitati gr v,antimonii sulphureti praecipitati gr v
ellis_1854,body,218,2,False,95,Jackscmls Pectoral Lozenges,"Morphiæ Muriatis, gr. yj.",morphiæ muriatis gr yj,morphiae muriatis gr yj
ellis_1854,body,218,3,False,95,Jackscmls Pectoral Lozenges,"Pulveris Acaciæ, 1 Sacchari, - āā 5xj.",pulveris acaciæ 1 sacchari āā 5xj,pulveris acaciae sacchari aa xj
ellis_1854,body,218,4,False,95,Jackscmls Pectoral Lozenges,"Extract! Glycyrrhizæ J Olei Sassafras, gtt. iv.",extract glycyrrhizæ j olei sassafras gtt iv,extract glycyrrhizae j olei sassafras gtt iv
ellis_1854,body,218,5,False,95,Jackscmls Pectoral Lozenges,"Tincturæ Tolutanæ, fʒiv.",tincturæ tolutanæ fʒiv,tincturae tolutanae fdiv
ellis_1854,body,218,6,False,95,Jackscmls Pectoral Lozenges,"Syrupi, <j. s.",syrupi <j s,syrupi j s
ellis_1854,body,218,7,True,95,Jackscmls Pectoral Lozenges,"Fiat masHa, in trochiscos cc. dividenda.",fiat masha in trochiscos cc dividenda,fiat masha in trochiscos cc dividenda
ellis_1854,body,219,0,True,95,Sirup of Squills,"℞. Syrupi Scillro, f℥j.",℞ syrupi scillro f℥j,r syrupi scillro fzj
ellis_1854,body,220,0,True,95,Sirup of Garlic,"℞. Syruin Allii, f℥j.",℞ syruin allii f℥j,r syruin allii fzj
ellis_1854,body,221,0,True,97,Cox's Hive Sirup,"℞. SjTupi Scillæ Compositi, f℥j.",℞ sjtupi scillæ compositi f℥j,r sjtupi scillae compositi fzj
ellis_1854,body,222,0,False,97,"Sirups of Squills, Seneka, and Ipecacuanha","℞. Sympi Scillæ, Senegæ, āā f℥ss.",℞ sympi scillæ senegæ āā f℥ss,r sympi scillae senegae aa fzss
ellis_1854,body,222,1,False,97,"Sirups of Squills, Seneka, and Ipecacuanha","Ipecacuanhæ, f 3J.",ipecacuanhæ f 3j,ipecacuanhae f j
ellis_1854,body,222,2,True,97,"Sirups of Squills, Seneka, and Ipecacuanha",Misce.,misce,misce
ellis_1854,body,223,0,False,97,Sirup of Assafetida,"℞. Assafoetidae, ʒj.",℞ assafoetidae ʒj,r assafoetidae dj
ellis_1854,body,223,1,False,97,Sirup of Assafetida,"Aquæ bullientis, Oj.",aquæ bullientis oj,aquae bullientis oj
ellis_1854,body,223,2,True,97,Sirup of Assafetida,"Sacchari, ftij.",sacchari ftij,sacchari ftij
ellis_1854,body,224,0,True,97,Sirup of Wild Cherry Bark,"℞. Syrupi Pruni Virginianae, f℥ij.",℞ syrupi pruni virginianae f℥ij,r syrupi pruni virginianae fzij
ellis_1854,body,225,0,False,93,Jackson's Pectoral Sirup,"℞. Sassafras Medulloe, ʒj.",℞ sassafras medulloe ʒj,r sassafras medulloe dj
ellis_1854,body,225,1,False,93,Jackson's Pectoral Sirup,"Acaciæ, ℥j.",acaciæ ℥j,acaciae zj
ellis_1854,body,225,2,False,93,Jackson's Pectoral Sirup,"Aquæ, Oj.",aquæ oj,aquae oj
ellis_1854,body,225,3,True,93,Jackson's Pectoral Sirup,"Macera per noras decern vel daodecim, dein add<.",macera per noras decern vel daodecim dein add<,macera per noras decern vel daodecim dein add
ellis_1854,body,226,0,False,98,Brown Mixture,"℞. Pulveris Extracti Glycyrrhizæ,",℞ pulveris extracti glycyrrhizæ,r pulveris extracti glycyrrhizae
ellis_1854,body,226,1,False,98,Brown Mixture,"Acaciæ, āā ʒij.",acaciæ āā ʒij,acaciae aa dij
ellis_1854,body,226,2,False,98,Brown Mixture,"Aquæ ferventis, f℥iv.",aquæ ferventis f℥iv,aquae ferventis fziv
ellis_1854,body,226,3,False,98,Brown Mixture,"Misce, fiat solutio, et adde —",misce fiat solutio et adde,misce fiat solutio et adde
ellis_1854,body,226,4,False,98,Brown Mixture,"Spiritûs Ætheris Nitrici, fʒj.",spiritûs ætheris nitrici fʒj,spiritus aetheris nitrici fdj
ellis_1854,body,226,5,False,98,Brown Mixture,"Vini Antimonii, fʒij.",vini antimonii fʒij,vini antimonii fdij
ellis_1854,body,226,6,True,98,Brown Mixture,"Tincturæ Opii, gtt. xl. vel lx.",tincturæ opii gtt xl vel lx,tincturae opii gtt xl vel lx
ellis_1854,body,227,0,False,93,"Mixture vdth Sirup of Squill, &c","℞. Syrupi Scilloe, fjss.",℞ syrupi scilloe fjss,r syrupi scilloe fjss
ellis_1854,body,227,1,False,93,"Mixture vdth Sirup of Squill, &c","Tincturæ Opii Camphoratae, f℥ij.",tincturæ opii camphoratae f℥ij,tincturae opii camphoratae fzij
ellis_1854,body,227,2,False,93,"Mixture vdth Sirup of Squill, &c","Vini Antimonii, fʒj.",vini antimonii fʒj,vini antimonii fdj
ellis_1854,body,227,3,False,93,"Mixture vdth Sirup of Squill, &c","Pulveris Acaciæ, ʒss.",pulveris acaciæ ʒss,pulveris acaciae dss
ellis_1854,body,227,4,False,93,"Mixture vdth Sirup of Squill, &c","Aquæ destillatæ, f℥iij.",aquæ destillatæ f℥iij,aquae destillatae fziij
ellis_1854,body,227,5,True,93,"Mixture vdth Sirup of Squill, &c",Misce.,misce,misce
ellis_1854,body,228,0,False,99,"Mixture with Seneka, Ammoniac, and Tolu","℞. Senegae contusas, ʒij.",℞ senegae contusas ʒij,r senegae contusas dij
ellis_1854,body,228,1,False,99,"Mixture with Seneka, Ammoniac, and Tolu","Aquæ bullientis, f℥viij.",aquæ bullientis f℥viij,aquae bullientis fzviij
ellis_1854,body,228,2,False,99,"Mixture with Seneka, Ammoniac, and Tolu",Coque ad f svj.,coque ad f svj,coque ad f svj
ellis_1854,body,228,3,True,99,"Mixture with Seneka, Ammoniac, and Tolu","Cola, et adde.",cola et adde,cola et adde
ellis_1854,body,229,0,False,99,"Mixture of Almond Emulsion, &c","℞. Misturae Amygdalae, fʒv.",℞ misturae amygdalae fʒv,r misturae amygdalae fdv
ellis_1854,body,229,1,False,99,"Mixture of Almond Emulsion, &c","Vini Ipecacuanhæ Tincturæ Scillæ, &a f℥j.",vini ipecacuanhæ tincturæ scillæ &a f℥j,vini ipecacuanhae tincturae scillae a fzj
ellis_1854,body,229,2,False,99,"Mixture of Almond Emulsion, &c","Syrupi Tolutani, f℥vj.",syrupi tolutani f℥vj,syrupi tolutani fzvj
ellis_1854,body,229,3,True,99,"Mixture of Almond Emulsion, &c",Misce.,misce,misce
ellis_1854,body,230,0,False,99,White Linctus,℞. Amygdalae dulcis.,℞ amygdalae dulcis,r amygdalae dulcis
ellis_1854,body,230,1,False,99,White Linctus,No. xv.,no xv,no xv
ellis_1854,body,230,2,False,99,White Linctus,"Tragacanthae, ℈j.",tragacanthae ℈j,tragacanthae ej
ellis_1854,body,230,3,False,99,White Linctus,"Syrupi, f℥j.",syrupi f℥j,syrupi fzj
ellis_1854,body,230,4,False,99,White Linctus,"Olei Amygdalae, f℥ij.",olei amygdalae f℥ij,olei amygdalae fzij
ellis_1854,body,230,5,False,99,White Linctus,"Aurantii Floris Aquæ, Ixmd. f℥ij.",aurantii floris aquæ ixmd f℥ij,aurantii floris aquae ixmd fzij
ellis_1854,body,230,6,False,99,White Linctus,"Aquæ destillatæ, f ℥iv.",aquæ destillatæ f ℥iv,aquae destillatae f ziv
ellis_1854,body,230,7,True,99,White Linctus,Misce.,misce,misce
ellis_1854,body,231,0,False,100,Mixture with Tartar Emetic and Laudanum,"℞. Antimonii et Potassæ Tartratis, gr. j.",℞ antimonii et potassæ tartratis gr j,r antimonii et potassae tartratis gr j
ellis_1854,body,231,1,False,100,Mixture with Tartar Emetic and Laudanum,"Aquæ destillatæ, f℥j.",aquæ destillatæ f℥j,aquae destillatae fzj
ellis_1854,body,231,2,False,100,Mixture with Tartar Emetic and Laudanum,"Tincturæ Opii, ♏xx.",tincturæ opii ♏xx,tincturae opii mxx
ellis_1854,body,231,3,True,100,Mixture with Tartar Emetic and Laudanum,Misce.,misce,misce
ellis_1854,body,232,0,False,100,"Mixture with Sal Ammoniac, Squills, etc","℞. Ammonise Muriatis, ʒss.",℞ ammonise muriatis ʒss,r ammonise muriatis dss
ellis_1854,body,232,1,False,100,"Mixture with Sal Ammoniac, Squills, etc","Pulveris Acacias, ʒij« Extracti Glycyrrhizæ, 5iy Aquæ, f℥vjss.",pulveris acacias ʒij« extracti glycyrrhizæ 5iy aquæ f℥vjss,pulveris acacias dij extracti glycyrrhizae iy aquae fzvjss
ellis_1854,body,232,2,False,100,"Mixture with Sal Ammoniac, Squills, etc","Spiritfls jEtheris Nitrici, f℥jss.",spiritfls jetheris nitrici f℥jss,spiritfls jetheris nitrici fzjss
ellis_1854,body,232,3,False,100,"Mixture with Sal Ammoniac, Squills, etc","Aceti Scillæ, f℥iij.",aceti scillæ f℥iij,aceti scillae fziij
ellis_1854,body,232,4,True,100,"Mixture with Sal Ammoniac, Squills, etc",Fiat mistura.,fiat mistura,fiat mistura
ellis_1854,body,233,0,False,100,Mixture vdth Naphthaline,"℞. Kaphthalinae, gr. xvj.",℞ kaphthalinae gr xvj,r kaphthalinae gr xvj
ellis_1854,body,233,1,False,100,Mixture vdth Naphthaline,"Alcoholic, q.s.",alcoholic q s,alcoholic q s
ellis_1854,body,233,2,False,100,Mixture vdth Naphthaline,Ut fiat solutio.,ut fiat solutio,ut fiat solutio
ellis_1854,body,233,3,True,100,Mixture vdth Naphthaline,Dein adde.,dein adde,dein adde
ellis_1854,body,234,0,False,100,Mixture of Oil of Amber and Tolv,"℞. Olei Succini rectificati, gtt.",℞ olei succini rectificati gtt,r olei succini rectificati gtt
ellis_1854,body,234,1,False,100,Mixture of Oil of Amber and Tolv,Ixxx.,ixxx,ixxx
ellis_1854,body,234,2,False,100,Mixture of Oil of Amber and Tolv,"Acaciæ Sacchari, āā ʒss.",acaciæ sacchari āā ʒss,acaciae sacchari aa dss
ellis_1854,body,234,3,False,100,Mixture of Oil of Amber and Tolv,"Aquæ destillatæ, f℥iv.",aquæ destillatæ f℥iv,aquae destillatae fziv
ellis_1854,body,234,4,False,100,Mixture of Oil of Amber and Tolv,"Tincturas Tolutanæ, f ʒij.",tincturas tolutanæ f ʒij,tincturas tolutanae f dij
ellis_1854,body,234,5,True,100,Mixture of Oil of Amber and Tolv,Fiat mistura secundum artem.,fiat mistura secundum artem,fiat mistura secundum artem
ellis_1854,body,235,0,False,100,"Mixture with Carbonate of Potash, &c","℞. Potassæ Carbonatis, ʒij.",℞ potassæ carbonatis ʒij,r potassae carbonatis dij
ellis_1854,body,235,1,False,100,"Mixture with Carbonate of Potash, &c","Vini Antimonii, fʒj.",vini antimonii fʒj,vini antimonii fdj
ellis_1854,body,235,2,False,100,"Mixture with Carbonate of Potash, &c","Tincturæ Opii, gtt. xl.",tincturæ opii gtt xl,tincturae opii gtt xl
ellis_1854,body,235,3,False,100,"Mixture with Carbonate of Potash, &c",Spiritfls Lavandulae Compositi. f℥ij.,spiritfls lavandulae compositi f℥ij,spiritfls lavandulae compositi fzij
ellis_1854,body,235,4,False,100,"Mixture with Carbonate of Potash, &c","Aquæ destillatæ, f℥iv.",aquæ destillatæ f℥iv,aquae destillatae fziv
ellis_1854,body,235,5,True,100,"Mixture with Carbonate of Potash, &c",Fiat mistura.,fiat mistura,fiat mistura
ellis_1854,body,236,0,False,101,"Mixture with Bicarbonate of Soda, dc. '","℞. Sodse Bicarbonatis, gr. xij.",℞ sodse bicarbonatis gr xij,r sodse bicarbonatis gr xij
ellis_1854,body,236,1,False,101,"Mixture with Bicarbonate of Soda, dc. '","Vini Ipecacuanhæ, gtt. xx.",vini ipecacuanhæ gtt xx,vini ipecacuanhae gtt xx
ellis_1854,body,236,2,False,101,"Mixture with Bicarbonate of Soda, dc. '","Tincturæ Opii, gtt. iv.",tincturæ opii gtt iv,tincturae opii gtt iv
ellis_1854,body,236,3,True,101,"Mixture with Bicarbonate of Soda, dc. '","Aquæ destillatæ, fʒj.",aquæ destillatæ fʒj,aquae destillatae fdj
ellis_1854,body,237,0,False,101,Cochineal Mixture,"℞. Potassæ Carbonatis, ℈j.",℞ potassæ carbonatis ℈j,r potassae carbonatis ej
ellis_1854,body,237,1,False,101,Cochineal Mixture,"Pulveris Cocci, ℈ss.",pulveris cocci ℈ss,pulveris cocci ess
ellis_1854,body,237,2,False,101,Cochineal Mixture,"Sacchari, ʒj.",sacchari ʒj,sacchari dj
ellis_1854,body,237,3,False,101,Cochineal Mixture,"Aquæ destillatæ, f℥iv.",aquæ destillatæ f℥iv,aquae destillatae fziv
ellis_1854,body,237,4,True,101,Cochineal Mixture,Fiat solutio.,fiat solutio,fiat solutio
ellis_1854,body,238,0,False,101,"Mixture with TH.ncture of Digitalis, &c","℞. Tincturæ Digitalis, f℥j.",℞ tincturæ digitalis f℥j,r tincturae digitalis fzj
ellis_1854,body,238,1,False,101,"Mixture with TH.ncture of Digitalis, &c","Opii, gtt.",opii gtt,opii gtt
ellis_1854,body,238,2,False,101,"Mixture with TH.ncture of Digitalis, &c",Ix.,ix,ix
ellis_1854,body,238,3,False,101,"Mixture with TH.ncture of Digitalis, &c","Aquæ destillatæ, f℥ij.",aquæ destillatæ f℥ij,aquae destillatae fzij
ellis_1854,body,238,4,True,101,"Mixture with TH.ncture of Digitalis, &c",Misce.,misce,misce
ellis_1854,body,239,0,False,101,"Mixture of Assafetida, &c","℞. Assafoetidae, ʒj.",℞ assafoetidae ʒj,r assafoetidae dj
ellis_1854,body,239,1,False,101,"Mixture of Assafetida, &c","Aquæ, f℥iv.",aquæ f℥iv,aquae fziv
ellis_1854,body,239,2,True,101,"Mixture of Assafetida, &c","Fiat mistura, et adde.",fiat mistura et adde,fiat mistura et adde
ellis_1854,body,240,0,True,101,Tincture of Bloodroot,"℞. Tincturæ Sanguinariae, f℥j.",℞ tincturæ sanguinariae f℥j,r tincturae sanguinariae fzj
ellis_1854,body,241,0,False,102,"Mixture of Oum Ammoniac, &c","℞. Ammoniaci, ℥j.",℞ ammoniaci ℥j,r ammoniaci zj
ellis_1854,body,241,1,False,102,"Mixture of Oum Ammoniac, &c","Aquæ destillatæ?, f 2iv.",aquæ destillatæ f 2iv,aquae destillatae f iv
ellis_1854,body,241,2,True,102,"Mixture of Oum Ammoniac, &c","Fiat mistura, et adde.",fiat mistura et adde,fiat mistura et adde
ellis_1854,body,242,0,False,102,Mixture with Milk of Assafetida and Acetate of Ammonia,"℞. Assafoetidæ, ʒss.",℞ assafoetidæ ʒss,r assafoetidae dss
