i0,i2,textstring
5,25,"'i graunte wel,' seide sir ote · 'that it so be."
5,26,let deliver him anon · and tak him to me.'
5,27,"tho was gamelyn delivered · to sire ote his brother,"
5,28,and that night dwellede · that on with that other.
5,29,"on the morn seyde gamelyn · to sire ote the hende, "
5,30,"'brother,' he seide, 'i moot · for sothe, from thee wende,"
5,31,"to loke how my yonge men · leden here lyf,"
5,32,whether they liven in ioye · or elles in stryf.'
5,33,"'by god!' seyde sire ote · 'that is a cold reed,"
5,34,now i see that al the cark · schal fallen on myn heed; 
5,35,"for when the iustice sitte · and thou be nought y-founde,"
5,36,i schal anon be take · and in thy stede y-bounde.'
5,37,"'brother,' sayde gamelyn · 'dismaye thee nought,"
5,38,"for by seint iame in gales · that many man hath sought,"
5,39,"if that god almighty · holde my lyf and wit, "
5,40,i wil be ther redy · whan the iustice sit.'
5,41,than seide sir ote to gamelyn · 'god schilde thee fro schame;
5,42,com whan thou seest tyme · and bring us out of blame.'
5,0,
5,1,"litheth, and lesteneth · and holdeth you stille,"
5,2,and ye schul here how gamelyn · hadde al his wille. 
5,3,"gamelyn wente ayein · under woode-rys,"
5,4,and fond there pleying · yonge men of prys.
5,5,"tho was yong gamelyn · glad and blithe y-nough,"
5,6,whan he fond his mery men · under woode-bough.
5,7,"gamelyn and his men · talkeden in-feere, "
5,8,and they hadde good game · here maister to heere;
5,9,"they tolden him of aventures · that they hadde founde,"
5,10,and gamelyn hem tolde ayein · how he was fast y-bounde.
5,11,whyl gamelyn was outlawed · hadde he no cors;
5,12,"there was no man that for him · ferde the wors, "
5,13,but abbotes and priours · monk and chanoun;
5,14,on hem left he no-thing · whan he mighte hem nom.
5,15,"whyl gamelyn and his men · made merthes ryve,"
5,16,the false knight his brother · yvel mot he thryve!
5,17,"for he was fast aboute · bothe day and other, "
5,18,for to hyre the quest · to hangen his brother.
5,19,"gamelyn stood on a day · and, as he biheeld"
5,20,"the woodes and the schawes · in the wilde feeld,"
5,21,he thoughte on his brother · how he him beheet
5,22,that he wolde be redy · whan the iustice seet; 
5,23,"he thoughte wel that he wolde · withoute delay,"
5,24,"come afore the iustice · to kepen his day,"
5,25,"and seide to his yonge men · 'dighteth you yare,"
5,26,"for whan the iustice sitte · we moote be thare,"
5,27,"for i am under borwe · til that i come, "
5,28,and my brother for me · to prisoun schal be nome.'
5,29,"'by seint iame!' seyde his yonge men · 'and thou rede therto,"
5,30,ordeyne how it schal be · and it schal be do.'
5,31,"whyl gamelyn was coming · ther the iustice sat,"
5,32,"the false knight his brother · foryat he nat that, "
5,33,to huyre the men on his quest · to hangen his brother;
5,34,though he hadde nought that oon · he wolde have that other.
5,35,"tho cam gamelyn · fro under woode-rys,"
5,36,and broughte with him · his yonge men of prys.
5,0,
5,1,"'i see wel,' seyde gamelyn · 'the iustice is set; "
5,2,"go aforn, adam · and loke how it spet.'"
5,3,"adam wente into the halle · and loked al aboute,"
5,4,"he seyh there stonde · lordes grete and stoute,"
5,5,and sir ote his brother · fetered wel fast;
5,6,tho went adam out of halle · as he were agast. 
5,7,"adam said to gamelyn · and to his felawes alle,"
5,8,'sir ote stant y-fetered · in the moot-halle.'
5,9,"'yonge men,' seide gamelyn · 'this ye heeren alle;"
5,10,sire ote stant y-fetered · in the moot-halle.
5,11,"if god yif us grace · wel for to doo, "
5,12,he schal it abegge · that broughte him ther-too.'
5,13,"thanne sayde adam · that lokkes hadde hore,"
5,14,'cristes curs mote he have · that him bond so sore!
5,15,"and thou wilt, gamelyn · do after my reed,"
5,16,ther is noon in the halle · schal bere awey his heed.' 
5,17,"'adam,' seyde gamelyn · 'we wiln nought don so,"
5,18,we wil slee the giltif · and lat the other go.
5,19,i wil into the halle · and with the iustice speke;
5,20,on hem that ben gultif · i wil ben awreke.
5,21,"lat non scape at the dore · take, yonge men, yeme; "
5,22,for i wil be iustice this day · domes for to deme.
5,23,god spede me this day · at my newe werk!
5,24,"adam, com on with me · for thou schalt be my clerk.'"
5,25,"his men answereden him · and bade him doon his best,"
5,26,'and if thou to us have neede · thou schalt finde us prest; 
5,27,"we wiln stande with thee · whyl that we may dure,"
5,28,and but we werke manly · pay us non hure.'
5,29,"'yonge men,' seyde gamelyn · 'so mot i wel thee!"
5,30,as trusty a maister · ye schal finde of me.'
5,31,"right there the iustice · sat in the halle, "
5,32,in wente gamelyn · amonges hem alle.
5,0,
5,1,gamelyn leet unfetere · his brother out of bende.
5,2,"thanne seyde sire ote · his brother that was hende,"
5,3,"'thou haddest almost, gamelyn · dwelled to longe,"
5,4,for the quest is oute on me · that i schulde honge.' 
5,5,"'brother,' seyde gamelyn · 'so god yif me good rest!"
5,6,this day they schuln ben hanged · that ben on thy quest;
5,7,"and the iustice bothe · that is the iugge-man,"
5,8,and the scherreve bothe · thurgh him it bigan.'
5,9,"thanne seyde gamelyn · to the iustise, "
5,10,now is thy power y-don · thou most nedes arise;
5,11,"thow hast yeven domes · that ben yvel dight,"
5,12,i wil sitten in thy sete · and dressen hem aright.'
5,13,the iustice sat stille · and roos nought anoon;
5,14,and gamelyn clevede · a-two his cheeke-boon; 
5,15,"gamelyn took him in his arm · and no more spak,"
5,16,but threw him over the barre · and his arm to-brak.
5,17,"durste non to gamelyn · seye but good,"
5,18,for ferd of the company · that withoute stood.
5,19,"gamelyn sette him doun · in the iustices seet, "
5,20,and sire ote his brother by him · and adam at his feet.
5,21,"whan gamelyn was y-set · in the iustices stede,"
5,22,herkneth of a bourde · that gamelyn dede.
5,23,"he leet fetre the iustice · and his false brother,"
5,24,and dede hem come to the barre · that oon with that other. 
5,25,"tho gamelyn hadde thus y-doon · hadde he no reste,"
5,26,til he had enquered · who was on the queste
5,27,"for to deme his brother · sir ote, for to honge;"
5,28,er he wiste which they were · him thoughte ful longe.
5,29,"but as sone as gamelyn · wiste wher they were, "
5,30,"he dede hem everichone · feteren in-feere,"
5,31,and bringen hem to the barre · and sette hem in rewe;
5,32,'by my faith!' seyde the iustice · 'the scherreve is a schrewe!'
5,33,"than seyde gamelyn · to the iustise,"
5,34,'thou hast y-yeve domes · of the wors assise; 
5,35,"and the twelve sisours · that weren of the queste,"
5,36,they schul ben hanged this day · so have i good reste!'
5,37,"thanne seide the scherreve · to yonge gamelyn,"
5,38,"'lord, i crye the mercy · brother art thou myn.'"
5,39,"'therfore,' seyde gamelyn · 'have thou cristes curs, "
5,40,"for, and thou were maister · yit i schulde have wors.'"
5,41,"for to make short tale · and nought to tarie longe,"
5,42,he ordeyned him a queste · of his men so stronge;
5,43,"the iustice and the scherreve · bothe honged hye,"
5,44,to weyven with the ropes · and with the winde drye; 
5,45,and the twelve sisours · sorwe have that rekke!
5,46,alle they were hanged · faste by the nekke.
5,47,"thus ended the false knight · with his treccherye,"
5,48,that ever hadde y-lad his lyf · in falsnes and folye.
5,49,he was hanged by the nekke · and nought by the purs; 
5,50,that was the meede that he hadde · for his fadres curs.
5,0,
5,1,"sire ote was eldest · and gamelyn was ying,"
5,2,they wenten with here frendes · even to the king;
5,3,they made pees with the king · of the best assise.
5,4,the king loved wel sir ote · and made him iustise. 
5,5,"and after, the king made gamelyn · bothe in est and west,"
5,6,chief iustice · of al his free forest;
5,7,"alle his wighte yonge men · the king foryaf here gilt,"
5,8,and sitthen in good office · the king hem hath y-pilt.
5,9,"thus wan gamelyn · his lond and his leede, "
5,10,and wrak him of his enemys · and quitte hem here meede;
5,11,"and sire ote his brother · made him his heir,"
5,12,and siththen wedded gamelyn · a wyf bothe good and feyr;
5,13,"they liveden to-gidere · whyl that crist wolde,"
5,14,and sithen was gamelyn · graven under molde. 
5,15,and so schal we alle · may ther no man flee:
5,16,god bringe us to the ioye · that ever schal be!
6,0,
6,1,our hoste sey wel that the brighte sonne
6,2,the ark of his artificial day had ronne
6,3,"the fourthe part, and half an houre, and more;"
6,4,"and though he were not depe expert in lore,"
6,5,he wiste it was the eightetethe day 
6,6,"of april, that is messager to may;"
6,7,and sey wel that the shadwe of every tree
6,8,was as in lengthe the same quantitee
6,9,that was the body erect that caused it.
6,10,and therfor by the shadwe he took his wit 
6,11,"that phebus, which that shoon so clere and brighte,"
6,12,degrees was fyve and fourty clombe on highte;
6,13,"and for that day, as in that latitude,"
6,14,"it was ten of the clokke, he gan conclude,"
6,15,and sodeynly he plighte his hors aboute. 
6,0,
6,1,"'lordinges,' quod he, 'i warne yow, al this route,"
6,2,the fourthe party of this day is goon;
6,3,"now, for the love of god and of seint iohn,"
6,4,"leseth no tyme, as ferforth as ye may;"
6,5,"lordinges, the tyme wasteth night and day, "
6,6,"and steleth from us, what prively slepinge,"
6,7,"and what thurgh necligence in our wakinge,"
6,8,"as dooth the streem, that turneth never agayn,"
6,9,descending fro the montaigne in-to playn.
6,10,"wel can senek, and many a philosophre "
6,11,"biwailen tyme, more than gold in cofre."
6,12,"""for los of catel may recovered be,"
6,13,"but los of tyme shendeth us,"" quod he."
6,14,"it wol nat come agayn, with-outen drede,"
6,15,"na more than wol malkins maydenhede, "
6,16,whan she hath lost it in hir wantownesse;
6,17,lat us nat moulen thus in ydelnesse.
6,18,"sir man of lawe,' quod he, 'so have ye blis,"
6,19,"tel us a tale anon, as forward is;"
6,20,ye been submitted thurgh your free assent 
6,21,to stonde in this cas at my iugement.
6,22,"acquiteth yow, and holdeth your biheste,"
6,23,than have ye doon your devoir atte leste.'
6,0,
6,1,"'hoste,' quod he, 'depardieux ich assente,"
6,2,to breke forward is not myn entente. 
6,3,"biheste is dette, and i wol holde fayn"
6,4,al my biheste; i can no better seyn.
6,5,"for swich lawe as man yeveth another wight,"
6,6,he sholde him-selven usen it by right;
6,7,thus wol our text; but natheles certeyn 
6,8,"i can right now no thrifty tale seyn,"
6,9,"but chaucer, though he can but lewedly"
6,10,"on metres and on ryming craftily,"
6,11,hath seyd hem in swich english as he can
6,12,"of olde tyme, as knoweth many a man. "
6,13,"and if he have not seyd hem, leve brother,"
6,14,"in o book, he hath seyd hem in another."
6,15,for he hath told of loveres up and doun
6,16,mo than ovyde made of mencioun
6,17,"in his epistelles, that been ful olde. "
6,18,"what sholde i tellen hem, sin they ben tolde?"
6,19,"in youthe he made of ceys and alcion,"
6,20,"and sithen hath he spoke of everichon,"
6,21,thise noble wyves and thise loveres eke.
6,22,who-so that wol his large volume seke 
6,23,"cleped the seintes legende of cupyde,"
6,24,ther may he seen the large woundes wyde
6,25,"of lucresse, and of babilan tisbee;"
6,26,the swerd of dido for the false enee;
6,27,the tree of phillis for hir demophon; 
6,28,"the pleinte of dianire and hermion,"
6,29,of adriane and of isiphilee;
6,30,the bareyne yle stonding in the see;
6,31,the dreynte leander for his erro;
6,32,"the teres of eleyne, and eek the wo "
6,33,"of brixseyde, and of thee, ladomëa;"
6,34,"the crueltee of thee, queen medëa,"
6,35,thy litel children hanging by the hals
6,36,"for thy iason, that was of love so fals!"
6,37,"o ypermistra, penelopee, alceste, "
6,38,your wyfhod he comendeth with the beste!
6,0,
6,1,but certeinly no word ne wryteth he
6,2,"of thilke wikke ensample of canacee,"
6,3,that lovede hir owne brother sinfully;
6,4,of swiche cursed stories i sey 'fy'; 
6,5,"or elles of tyro apollonius,"
6,6,how that the cursed king antiochus
6,7,"birafte his doghter of hir maydenhede,"
6,8,"that is so horrible a tale for to rede,"
6,9,whan he hir threw up-on the pavement. 
6,10,"and therfor he, of ful avysement,"
6,11,nolde never wryte in none of his sermouns
6,12,"of swiche unkinde abhominaciouns,"
6,13,"ne i wol noon reherse, if that i may."
6,0,
6,1,but of my tale how shal i doon this day? 
6,2,"me were looth be lykned, doutelees,"
6,3,to muses that men clepe pierides—
6,4,metamorphoseos wot what i mene:—
6,5,"but nathelees, i recche noght a bene"
6,6,though i come after him with hawe-bake; 
6,7,"i speke in prose, and lat him rymes make.'"
6,8,"and with that word he, with a sobre chere,"
6,9,"bigan his tale, as ye shal after here."
6,1,o hateful harm! condicion of poverte!
6,2,"with thurst, with cold, with hunger so confounded! "
6,3,to asken help thee shameth in thyn herte;
6,4,"if thou noon aske, with nede artow so wounded,"
6,5,that verray nede unwrappeth al thy wounde hid!
6,6,"maugree thyn heed, thou most for indigence"
6,7,"or stele, or begge, or borwe thy despence! "
6,8,"thou blamest crist, and seyst ful bitterly,"
6,9,he misdeparteth richesse temporal;
6,10,"thy neighebour thou wytest sinfully, "
6,11,"and seyst thou hast to lyte, and he hath al."
6,12,"'parfay,' seistow, 'somtyme he rekne shal, "
6,13,"whan that his tayl shal brennen in the glede,"
6,14,for he noght helpeth needfulle in hir nede.'
6,15,herkne what is the sentence of the wyse:—
6,16,'bet is to dyën than have indigence;'
6,17,'thy selve neighebour wol thee despyse;' 
6,18,"if thou be povre, farwel thy reverence!"
6,19,yet of the wyse man tak this sentence:—
6,20,'alle the dayes of povre men ben wikke;' 
6,21,"be war therfor, er thou come in that prikke!"
6,22,"'if thou be povre, thy brother hateth thee, "
6,23,"and alle thy freendes fleen fro thee, alas!'"
6,24,"o riche marchaunts, ful of wele ben ye,"
6,25,"o noble, o prudent folk, as in this cas!"
6,26,"your bagges been nat filled with ambes as,"
6,27,"but with sis cink, than renneth for your chaunce; "
6,28,at cristemasse merie may ye daunce!
6,29,"ye seken lond and see for your winninges,"
6,30,as wyse folk ye knowen al thestaat 
6,31,of regnes; ye ben fadres of tydinges
6,32,"and tales, bothe of pees and of debat. "
6,33,"i were right now of tales desolat,"
6,34,"nere that a marchaunt, goon is many a yere,"
6,35,"me taughte a tale, which that ye shal here."
6,0,
6,1,in surrie whylom dwelte a companye
6,2,"of chapmen riche, and therto sadde and trewe, "
6,3,"that wyde-wher senten her spycerye,"
6,4,"clothes of gold, and satins riche of hewe;"
6,5,"her chaffar was so thrifty and so newe, "
6,6,that every wight hath deyntee to chaffare
6,7,"with hem, and eek to sellen hem hir ware. "
6,0,
6,1,"now fel it, that the maistres of that sort"
6,2,han shapen hem to rome for to wende;
6,3,"were it for chapmanhode or for disport,"
6,4,"nan other message wolde they thider sende,"
6,5,"but comen hem-self to rome, this is the ende; "
6,6,"and in swich place, as thoughte hem avantage"
6,7,"for her entente, they take her herbergage."
6,0,
6,1,soiourned han thise marchants in that toun 
6,2,"a certein tyme, as fel to hir plesance."
6,3,"and so bifel, that thexcellent renoun "
6,4,"of themperoures doghter, dame custance,"
6,5,"reported was, with every circumstance,"
6,6,"un-to thise surrien marchants in swich wyse,"
6,7,"fro day to day, as i shal yow devyse."
6,0,
6,1,this was the commune vois of every man— 
6,2,"'our emperour of rome, god him see,"
6,3,"a doghter hath that, sin the world bigan,"
6,4,"to rekne as wel hir goodnesse as beautee, "
6,5,nas never swich another as is she;
6,6,"i prey to god in honour hir sustene, "
6,7,and wolde she were of al europe the quene.
6,0,
6,1,"in hir is heigh beautee, with-oute pryde,"
6,2,"yowthe, with-oute grenehede or folye;"
6,3,"to alle hir werkes vertu is hir gyde,"
6,4,humblesse hath slayn in hir al tirannye. 
6,5,she is mirour of alle curteisye;
6,6,"hir herte is verray chambre of holinesse,"
6,7,"hir hand, ministre of fredom for almesse.' "
6,0,
6,1,"and al this vois was soth, as god is trewe,"
6,2,but now to purpos lat us turne agayn; 
6,3,"thise marchants han doon fraught hir shippes newe,"
6,4,"and, whan they han this blisful mayden seyn,"
6,5,"hoom to surryë been they went ful fayn,"
6,6,"and doon her nedes as they han don yore,"
6,7,and liven in wele; i can sey yow no more. 
6,0,
6,1,"now fel it, that thise marchants stode in grace"
6,2,"of him, that was the sowdan of surrye;"
6,3,"for whan they came from any strange place, "
6,4,"he wolde, of his benigne curteisye,"
6,5,"make hem good chere, and bisily espye "
6,6,"tydings of sondry regnes, for to lere"
6,7,the wondres that they mighte seen or here.
6,0,
6,1,"amonges othere thinges, specially"
6,2,"thise marchants han him told of dame custance,"
6,3,"so gret noblesse in ernest, ceriously, "
6,4,that this sowdan hath caught so gret plesance
6,5,"to han hir figure in his remembrance,"
6,6,that al his lust and al his bisy cure 
6,7,was for to love hir whyl his lyf may dure.
6,0,
6,1,paraventure in thilke large book 
6,2,"which that men clepe the heven, y-writen was"
6,3,"with sterres, whan that he his birthe took,"
6,4,"that he for love shulde han his deeth, allas!"
6,5,"for in the sterres, clerer than is glas,"
6,6,"is writen, god wot, who-so coude it rede, "
6,7,"the deeth of every man, withouten drede."
6,0,
6,1,"in sterres, many a winter ther-biforn,"
6,2,"was writen the deeth of ector, achilles, "
6,3,"of pompey, iulius, er they were born;"
6,4,"the stryf of thebes; and of ercules, "
6,5,"of sampson, turnus, and of socrates"
6,6,"the deeth; but mennes wittes been so dulle,"
6,7,that no wight can wel rede it atte fulle.
6,0,
6,1,"this sowdan for his privee conseil sente,"
6,2,"and, shortly of this mater for to pace, "
6,3,"he hath to hem declared his entente,"
6,4,"and seyde hem certein, 'but he mighte have grace"
6,5,"to han custance with-inne a litel space, "
6,6,"he nas but deed;' and charged hem, in hye,"
6,7,to shapen for his lyf som remedye. 
6,0,
6,1,diverse men diverse thinges seyden;
6,2,"they argumenten, casten up and doun;"
6,3,"many a subtil resoun forth they leyden,"
6,4,they speken of magik and abusioun;
6,5,"but finally, as in conclusioun, "
6,6,"they can not seen in that non avantage,"
6,7,"ne in non other wey, save mariage."
6,0,
6,1,than sawe they ther-in swich difficultee 
6,2,"by wey of resoun, for to speke al playn,"
6,3,by-cause that ther was swich diversitee 
6,4,"bitwene hir bothe lawes, that they sayn,"
6,5,they trowe 'that no cristen prince wolde fayn
6,6,wedden his child under oure lawes swete
6,7,that us were taught by mahoun our prophete.'
6,0,
6,1,"and he answerde, 'rather than i lese "
6,2,"custance, i wol be cristned doutelees;"
6,3,"i mot ben hires, i may non other chese."
6,4,i prey yow holde your arguments in pees; 
6,5,"saveth my lyf, and beeth noght recchelees"
6,6,to geten hir that hath my lyf in cure; 
6,7,for in this wo i may not longe endure.'
6,0,
6,1,what nedeth gretter dilatacioun?
6,2,"i seye, by tretis and embassadrye,"
6,3,"and by the popes mediacioun,"
6,4,"and al the chirche, and al the chivalrye, "
6,5,"that, in destruccioun of maumetrye,"
6,6,"and in encrees of cristes lawe dere,"
6,7,"they ben acorded, so as ye shal here; "
6,0,
6,1,how that the sowdan and his baronage
6,2,"and alle his liges shulde y-cristned be, "
6,3,"and he shal han custance in mariage,"
6,4,"and certein gold, i noot what quantitee,"
6,5,and her-to founden suffisant seurtee;
6,6,this same acord was sworn on eyther syde;
6,7,"now, faire custance, almighty god thee gyde! "
6,0,
6,1,"now wolde som men waiten, as i gesse,"
6,2,that i shulde tellen al the purveyance
6,3,"that themperour, of his grete noblesse, "
6,4,hath shapen for his doghter dame custance.
6,5,wel may men knowe that so gret ordinance 
6,6,may no man tellen in a litel clause
6,7,as was arrayed for so heigh a cause.
6,0,
6,1,"bisshopes ben shapen with hir for to wende,"
6,2,"lordes, ladyes, knightes of renoun,"
6,3,"and other folk y-nowe, this is the ende; "
6,4,and notifyed is thurgh-out the toun
6,5,"that every wight, with gret devocioun,"
6,6,shulde preyen crist that he this mariage 
6,7,"receyve in gree, and spede this viage."
6,0,
6,1,"the day is comen of hir departinge, "
6,2,"i sey, the woful day fatal is come,"
6,3,"that ther may be no lenger taryinge,"
6,4,"but forthward they hem dressen, alle and some;"
6,5,"custance, that was with sorwe al overcome,"
6,6,"ful pale arist, and dresseth hir to wende; "
6,7,for wel she seeth ther is non other ende.
6,0,
6,1,"allas! what wonder is it though she wepte,"
6,2,that shal be sent to strange nacioun 
6,3,"fro freendes, that so tendrely hir kepte,"
6,4,and to be bounden under subieccioun 
6,5,"of oon, she knoweth not his condicioun."
6,6,"housbondes been alle gode, and han ben yore,"
6,7,"that knowen wyves, i dar say yow no more."
6,0,
6,1,"'fader,' she sayde, 'thy wrecched child custance,"
6,2,"thy yonge doghter, fostred up so softe, "
6,3,"and ye, my moder, my soverayn plesance"
6,4,"over alle thing, out-taken crist on-lofte,"
6,5,"custance, your child, hir recomandeth ofte "
6,6,"un-to your grace, for i shal to surryë,"
6,7,ne shal i never seen yow more with yë. 
6,0,
6,1,allas! un-to the barbre nacioun
6,2,"i moste anon, sin that it is your wille;"
6,3,"but crist, that starf for our redempcioun,"
6,4,"so yeve me grace, his hestes to fulfille;"
6,5,"i, wrecche womman, no fors though i spille. "
6,6,"wommen are born to thraldom and penance,"
6,7,and to ben under mannes governance.'
6,0,
6,1,"i trowe, at troye, whan pirrus brak the wal "
6,2,"or ylion brende, at thebes the citee,"
6,3,"nat rome, for the harm thurgh hanibal "
6,4,"that romayns hath venquisshed tymes thre,"
6,5,nas herd swich tendre weping for pitee
6,6,as in the chambre was for hir departinge;
6,7,"bot forth she moot, wher-so she wepe or singe."
6,0,
6,1,"o firste moevyng cruel firmament, "
6,2,with thy diurnal sweigh that crowdest ay
6,3,"and hurlest al from est til occident,"
6,4,"that naturelly wolde holde another way, "
6,5,thy crowding set the heven in swich array
6,6,"at the beginning of this fiers viage, "
6,7,that cruel mars hath slayn this mariage.
6,0,
6,1,"infortunat ascendent tortuous,"
6,2,"of which the lord is helples falle, allas!"
6,3,out of his angle in-to the derkest hous.
6,4,"o mars, o atazir, as in this cas! "
6,5,"o feble mone, unhappy been thy pas!"
6,6,"thou knittest thee ther thou art nat receyved,"
6,7,"ther thou were weel, fro thennes artow weyved. "
6,0,
6,1,"imprudent emperour of rome, allas!"
6,2,was ther no philosophre in al thy toun? 
6,3,is no tyme bet than other in swich cas?
6,4,"of viage is ther noon eleccioun,"
6,5,"namely to folk of heigh condicioun,"
6,6,nat whan a rote is of a birthe y-knowe?
6,7,allas! we ben to lewed or to slowe. 
6,0,
6,1,to shippe is brought this woful faire mayde
6,2,"solempnely, with every circumstance."
6,3,"'now iesu crist be with yow alle,' she sayde; "
6,4,ther nis namore but 'farewel! faire custance!'
6,5,"she peyneth hir to make good countenance, "
6,6,"and forth i lete hir sayle in this manere,"
6,7,and turne i wol agayn to my matere.
6,0,
6,1,"the moder of the sowdan, welle of vyces,"
6,2,"espyëd hath hir sones pleyn entente,"
6,3,"how he wol lete his olde sacrifyces, "
6,4,and right anon she for hir conseil sente;
6,5,"and they ben come, to knowe what she mente."
6,6,"and when assembled was this folk in-fere, "
6,7,"she sette hir doun, and sayde as ye shal here."
6,0,
6,1,"'lordes,' quod she, 'ye knowen everichon, "
6,2,how that my sone in point is for to lete
6,3,"the holy lawes of our alkaron,"
6,4,yeven by goddes message makomete.
6,5,"but oon avow to grete god i hete,"
6,6,the lyf shal rather out of my body sterte 
6,7,than makometes lawe out of myn herte!
6,0,
6,1,what shulde us tyden of this newe lawe
6,2,but thraldom to our bodies and penance? 
6,3,and afterward in helle to be drawe
6,4,for we reneyed mahoun our creance? 
6,5,"but, lordes, wol ye maken assurance,"
6,6,"as i shal seyn, assenting to my lore,"
6,7,and i shall make us sauf for evermore?'
6,0,
6,1,"they sworen and assenten, every man,"
6,2,"to live with hir and dye, and by hir stonde; "
6,3,"and everich, in the beste wyse he can,"
6,4,to strengthen hir shal alle his freendes fonde;
6,5,"and she hath this empryse y-take on honde, "
6,6,"which ye shal heren that i shal devyse,"
6,7,and to hem alle she spak right in this wyse. 
6,0,
6,1,"'we shul first feyne us cristendom to take,"
6,2,cold water shal not greve us but a lyte;
6,3,"and i shal swich a feste and revel make,"
6,4,"that, as i trowe, i shal the sowdan quyte."
6,5,"for though his wyf be cristned never so whyte, "
6,6,"she shal have nede to wasshe awey the rede,"
6,7,thogh she a font-ful water with hir lede.'
6,0,
6,1,"o sowdanesse, rote of iniquitee, "
6,2,"virago, thou semyram the secounde,"
6,3,"o serpent under femininitee, "
6,4,"lyk to the serpent depe in helle y-bounde,"
6,5,"o feyned womman, al that may confounde"
6,6,"vertu and innocence, thurgh thy malyce,"
6,7,"is bred in thee, as nest of every vyce!"
6,0,
6,1,"o satan, envious sin thilke day "
6,2,"that thou were chased from our heritage,"
6,3,wel knowestow to wommen the olde way!
6,4,thou madest eva bringe us in servage. 
6,5,thou wolt fordoon this cristen mariage.
6,6,"thyn instrument so, weylawey the whyle! "
6,7,"makestow of wommen, whan thou wolt begyle."
6,0,
6,1,"this sowdanesse, whom i thus blame and warie,"
6,2,leet prively hir conseil goon hir way.
6,3,what sholde i in this tale lenger tarie?
6,4,"she rydeth to the sowdan on a day, "
6,5,"and seyde him, that she wolde reneye hir lay,"
6,6,"and cristendom of preestes handes fonge,"
6,7,"repenting hir she hethen was so longe, "
6,0,
6,1,"biseching him to doon hir that honour,"
6,2,that she moste han the cristen men to feste; 
6,3,'to plesen hem i wol do my labour.'
6,4,"the sowdan seith, 'i wol don at your heste,'"
6,5,and kneling thanketh hir of that requeste.
6,6,"so glad he was, he niste what to seye;"
6,7,"she kiste hir sone, and hoom she gooth hir weye. "
6,0,
6,1,"arryved ben this cristen folk to londe,"
6,2,"in surrie, with a greet solempne route,"
6,3,"and hastily this sowdan sente his sonde, "
6,4,"first to his moder, and al the regne aboute,"
6,5,"and seyde, his wyf was comen, out of doute, "
6,6,"and preyde hir for to ryde agayn the quene,"
6,7,the honour of his regne to sustene.
6,0,
6,1,"gret was the prees, and riche was tharray"
6,2,of surriens and romayns met y-fere;
6,3,"the moder of the sowdan, riche and gay, "
6,4,receyveth hir with al-so glad a chere
6,5,"as any moder mighte hir doghter dere,"
6,6,and to the nexte citee ther bisyde 
6,7,a softe pas solempnely they ryde.
6,0,
6,1,"noght trowe i the triumphe of iulius, "
6,2,"of which that lucan maketh swich a bost,"
6,3,"was royaller, ne more curious"
6,4,than was thassemblee of this blisful host.
6,5,"but this scorpioun, this wikked gost,"
6,6,"the sowdanesse, for al hir flateringe, "
6,7,caste under this ful mortally to stinge.
6,0,
6,1,the sowdan comth him-self sone after this
6,2,"so royally, that wonder is to telle, "
6,3,and welcometh hir with alle ioye and blis.
6,4,and thus in merthe and ioye i lete hem dwelle. 
6,5,the fruyt of this matere is that i telle.
6,6,"whan tyme cam, men thoughte it for the beste"
6,7,"that revel stinte, and men goon to hir reste."
6,0,
6,1,"the tyme cam, this olde sowdanesse"
6,2,"ordeyned hath this feste of which i tolde, "
6,3,and to the feste cristen folk hem dresse
6,4,"in general, ye! bothe yonge and olde."
6,5,"here may men feste and royaltee biholde, "
6,6,"and deyntees mo than i can yow devyse,"
6,7,but al to dere they boughte it er they ryse. 
6,0,
6,1,o sodeyn wo! that ever art successour
6,2,"to worldly blisse, spreynd with bitternesse;"
6,3,thende of the ioye of our worldly labour;
6,4,wo occupieth the fyn of our gladnesse.
6,5,"herke this conseil for thy sikernesse, "
6,6,up-on thy glade day have in thy minde
6,7,the unwar wo or harm that comth bihinde.
6,0,
6,1,"for shortly for to tellen at o word, "
6,2,the sowdan and the cristen everichone
6,3,"ben al to-hewe and stiked at the bord, "
6,4,but it were only dame custance allone.
6,5,"this olde sowdanesse, cursed crone,"
6,6,"hath with hir frendes doon this cursed dede,"
6,7,for she hir-self wolde al the contree lede.
6,0,
6,1,ne ther was surrien noon that was converted 
6,2,"that of the conseil of the sowdan woot,"
6,3,that he nas al to-hewe er he asterted.
6,4,"and custance han they take anon, foot-hoot, "
6,5,"and in a shippe al sterelees, god woot,"
6,6,"they han hir set, and bidde hir lerne sayle "
6,7,out of surrye agaynward to itayle.
6,0,
6,1,"a certein tresor that she thider ladde,"
6,2,"and, sooth to sayn, vitaille gret plentee"
6,3,"they han hir yeven, and clothes eek she hadde,"
6,4,and forth she sayleth in the salte see. 
6,5,"o my custance, ful of benignitee,"
6,6,"o emperoures yonge doghter dere,"
6,7,he that is lord of fortune be thy stere! 
6,0,
6,1,"she blesseth hir, and with ful pitous voys"
6,2,"un-to the croys of crist thus seyde she, "
6,3,"'o clere, o welful auter, holy croys,"
6,4,"reed of the lambes blood full of pitee,"
6,5,"that wesh the world fro the olde iniquitee,"
6,6,"me fro the feend, and fro his clawes kepe,"
6,7,that day that i shal drenchen in the depe. 
6,0,
