i0,i2,textstring
3,8,that they han eten with thy stubbel-goos;
3,9,for in thy shoppe is many a flye loos.
3,10,"now telle on, gentil roger, by thy name."
3,11,"but yet i pray thee, be nat wrooth for game, "
3,12,a man may seye ful sooth in game and pley.' 
3,0,
3,1,"'thou seist ful sooth,' quod roger, 'by my fey,"
3,2,"but ""sooth pley, quaad pley,"" as the fleming seith;"
3,3,"and ther-fore, herry bailly, by thy feith,"
3,4,"be thou nat wrooth, er we departen heer,"
3,5,though that my tale be of an hostileer. 
3,6,"but nathelees i wol nat telle it yit,"
3,7,"but er we parte, y-wis, thou shalt be quit.'"
3,8,"and ther-with-al he lough and made chere,"
3,9,"and seyde his tale, as ye shul after here. "
3,0,
3,1,thus endeth the prologe of the cokes tale.
3,0,
3,1,
3,0,
3,1,the cokes tale.
3,0,
3,1,
3,0,
3,1,heer bigynneth the cokes tale.
3,0,
3,1,"a prentis whylom dwelled in our citee, "
3,2,and of a craft of vitaillers was he;
3,3,"gaillard he was as goldfinch in the shawe,"
3,4,"broun as a berie, a propre short felawe,"
3,5,"with lokkes blake, y-kempt ful fetisly."
3,6,"dauncen he coude so wel and iolily, "
3,7,that he was cleped perkin revelour.
3,8,he was as ful of love and paramour
3,9,as is the hyve ful of hony swete;
3,10,wel was the wenche with him mighte mete. 
3,11,"at every brydale wolde he singe and hoppe, "
3,12,he loved bet the taverne than the shoppe.
3,0,
3,1,"for whan ther any ryding was in chepe,"
3,2,out of the shoppe thider wolde he lepe.
3,3,"til that he hadde al the sighte y-seyn,"
3,4,"and daunced wel, he wolde nat come ageyn. "
3,5,and gadered him a meinee of his sort
3,6,"to hoppe and singe, and maken swich disport."
3,7,and ther they setten steven for to mete
3,8,to pleyen at the dys in swich a strete. 
3,9,"for in the toune nas ther no prentys, "
3,10,that fairer coude caste a paire of dys
3,11,"than perkin coude, and ther-to he was free"
3,12,"of his dispense, in place of privetee."
3,13,that fond his maister wel in his chaffare;
3,14,for often tyme he fond his box ful bare. 
3,15,"for sikerly a prentis revelour,"
3,16,"that haunteth dys, riot, or paramour,"
3,17,"his maister shal it in his shoppe abye,"
3,18,al have he no part of the minstralcye; 
3,19,"for thefte and riot, they ben convertible, "
3,20,al conne he pleye on giterne or ribible.
3,21,"revel and trouthe, as in a low degree,"
3,22,"they been ful wrothe al day, as men may see."
3,0,
3,1,"this ioly prentis with his maister bood,"
3,2,"til he were ny out of his prentishood, "
3,3,"al were he snibbed bothe erly and late,"
3,4,and somtyme lad with revel to newgate;
3,5,"but atte laste his maister him bithoghte,"
3,6,"up-on a day, whan he his paper soghte, "
3,7,"of a proverbe that seith this same word, "
3,8,'wel bet is roten appel out of hord
3,9,than that it rotie al the remenaunt.'
3,10,so fareth it by a riotous servaunt;
3,11,"it is wel lasse harm to lete him pace,"
3,12,than he shende alle the servants in the place. 
3,13,"therfore his maister yaf him acquitance,"
3,14,and bad him go with sorwe and with meschance;
3,15,and thus this ioly prentis hadde his leve.
3,16,now lat him riote al the night or leve. 
3,0,
3,1,"and for ther is no theef with-oute a louke, "
3,2,that helpeth him to wasten and to souke
3,3,"of that he brybe can or borwe may,"
3,4,anon he sente his bed and his array
3,5,"un-to a compeer of his owne sort,"
3,6,"that lovede dys and revel and disport, "
3,7,and hadde a wyf that heeld for countenance
3,8,"a shoppe, and swyved for hir sustenance. "
3,0,
3,1,of this cokes tale maked chaucer na more.
3,0,
3,1,
3,0,
3,1,the tale of gamelyn.
3,0,
3,1,"litheth, and lesteneth · and herkeneth aright,"
3,2,and ye schulle heere a talking · of a doughty knight;
3,3,"sire iohan of boundys · was his righte name,"
3,4,he cowde of norture y-nough · and mochil of game.
3,5,thre sones the knight hadde · that with his body he wan; 
3,6,the eldest was a moche schrewe · and sone he bigan.
3,7,"his bretheren loved wel here fader · and of him were agast,"
3,8,the eldest deserved his fadres curs · and had it at the last.
3,9,"the goode knight his fader · livede so yore,"
3,10,that deth was comen him to · and handled him ful sore. 
3,11,"the goode knight cared sore · syk ther he lay,"
3,12,how his children scholde · liven after his day.
3,13,"he hadde ben wyde-wher · but non housbond he was,"
3,14,al the lond that he hadde · it was verrey purchas.
3,15,"fayn he wolde it were · dressed among hem alle, "
3,16,that ech of hem hadde his part · as it mighte falle.
3,17,"tho sente he in-to cuntre · after wyse knightes,"
3,18,to helpe delen his londes · and dressen hem to-rightes.
3,19,"he sente hem word by lettres · they schulden hye blyve,"
3,20,if they wolde speke with him · whyl he was on lyve. 
3,0,
3,1,"tho the knightes herden · syk that he lay,"
3,2,"hadde they no reste · nother night ne day,"
3,3,til they comen to him · ther he lay stille
3,4,on his deth-bedde · to abyde goddes wille.
3,5,"than seyde the goode knight · syk ther he lay, "
3,6,"'lordes, i you warne · for soth, withoute nay,"
3,7,i may no lenger liven · heer in this stounde;
3,8,for thurgh goddes wille · deth draweth me to grounde.'
3,9,"ther nas non of hem alle · that herde him aright,"
3,10,"that they ne hadden reuthe · of that ilke knight, "
3,11,"and seyde, 'sir, for goddes love · ne dismay you nought;"
3,12,god may do bote of bale · that is now y-wrought.'
3,0,
3,1,"than spak the goode knight · syk ther he lay,"
3,2,'boote of bale god may sende · i wot it is no nay;
3,3,"but i byseke you, knightes · for the love of me, "
3,4,goth and dresseth my lond · among my sones three.
3,5,"and sires, for the love of god · deleth hem nat amis,"
3,6,and forgetith nat gamelyn · my yonge sone that is.
3,7,taketh heed to that on · as wel as to that other;
3,8,selde ye see ony eyr · helpen his brother.' 
3,0,
3,1,"tho leete they the knight lyen · that was nought in hele,"
3,2,and wenten in-to counsel · his londes for to dele;
3,3,"for to delen hem alle · to oon, that was her thought,"
3,4,and for gamelyn was yongest · he schulde have nought.
3,5,"al the lond that ther was · they dalten it in two, "
3,6,"and leeten gamelyn the yonge · withoute londe go,"
3,7,"and ech of hem seyde · to other ful lowde,"
3,8,his bretheren mighte yeve him lond · whan he good cowde.
3,9,"whan they hadde deled · the lond at here wille,"
3,10,"they comen ayein to the knight · ther he lay ful stille, "
3,11,and tolden him anon-right · how they hadden wrought;
3,12,and the knight ther he lay · lyked it right nought.
3,13,"than seyde the knight · 'by seynt martyn,"
3,14,for al that ye have y-doon · yit is the lond myn;
3,15,"for goddes love, neyhebours · stondeth alle stille, "
3,16,and i wil dele my lond · right after my wille.
3,17,"iohan, myn eldeste sone · schal have plowes fyve,"
3,18,that was my fadres heritage · whyl he was on lyve;
3,19,"and my middeleste sone · fyve plowes of lond,"
3,20,that i halp for to gete · with my righte hond; 
3,21,"and al myn other purchas · of londes and leedes,"
3,22,that i biquethe gamelyn · and alle my goode steedes.
3,23,"and i biseke yow, goode men · that lawe conne of londe,"
3,24,for gamelynes love · that my queste stonde.'
3,25,"thus dalte the knight · his lond by his day, "
3,26,right on his deth-bedde · syk ther he lay;
3,27,"and sone aftirward · he lay stoon-stille,"
3,28,and deyde whan tyme com · as it was cristes wille.
3,29,"and anon as he was deed · and under gras y-grave,"
3,30,sone the elder brother · gyled the yonge knave; 
3,31,"he took into his hond · his lond and his leede,"
3,32,and gamelyn himselfe · to clothen and to feede.
3,33,"he clothed him and fedde him · yvel and eek wrothe,"
3,34,"and leet his londes for-fare · and his houses bothe,"
3,35,his parkes and his woodes · and dede nothing wel; 
3,36,and seththen he it aboughte · on his faire fel.
3,37,"so longe was gamelyn · in his brotheres halle,"
3,38,"for the strengest, of good wil · they doutiden him alle;"
3,39,"ther was non ther-inne · nowther yong ne old,"
3,40,that wolde wraththe gamelyn · were he never so bold. 
3,41,"gamelyn stood on a day · in his brotheres yerde,"
3,42,and bigan with his hond · to handlen his berde;
3,43,"he thoughte on his londes · that layen unsawe,"
3,44,and his faire okes · that down were y-drawe;
3,45,his parkes were y-broken · and his deer bireved; 
3,46,of alle his goode steedes · noon was him bileved;
3,47,his howses were unhiled · and ful yvel dight;
3,48,tho thoughte gamelyn · it wente nought aright.
3,49,"afterward cam his brother · walkinge thare,"
3,50,and seyde to gamelyn · 'is our mete yare?' 
3,51,"tho wraththed him gamelyn · and swor by goddes book,"
3,52,'thou schalt go bake thy-self · i wil nought be thy cook!'
3,53,'how? brother gamelyn · how answerest thou now?
3,54,thou spake never such a word · as thou dost now.'
3,55,"'by my faith,' seyde gamelyn · 'now me thinketh neede, "
3,56,of alle the harmes that i have · i tok never ar heede.
3,57,"my parkes ben to-broken · and my deer bireved,"
3,58,of myn armure and my steedes · nought is me bileved;
3,59,"al that my fader me biquath · al goth to schame,"
3,60,and therfor have thou goddes curs · brother by thy name!' 
3,61,"than bispak his brother · that rape was of rees,"
3,62,"'stond stille, gadeling · and hold right thy pees;"
3,63,thou schalt be fayn for to have · thy mete and thy wede;
3,64,"what spekest thou, gamelyn · of lond other of leede?'"
3,65,"thanne seyde gamelyn · the child that was ying, "
3,66,'cristes curs mot he have · that clepeth me gadeling!
3,67,"i am no worse gadeling · ne no worse wight,"
3,68,but born of a lady · and geten of a knight.'
3,69,"ne durste he nat to gamelyn · ner a-foote go,"
3,70,"but clepide to him his men · and seyde to hem tho, "
3,71,"'goth and beteth this boy · and reveth him his wit,"
3,72,and lat him lerne another tyme · to answere me bet.'
3,73,"thanne seyde the child · yonge gamelyn,"
3,74,'cristes curs mot thou have · brother art thou myn!
3,75,"and if i schal algate · be beten anon, "
3,76,cristes curs mot thou have · but thou be that oon!'
3,77,and anon his brother · in that grete hete
3,78,made his men to fette staves · gamelyn to bete.
3,79,"whan that everich of hem · a staf hadde y-nome,"
3,80,gamelyn was war anon · tho he seigh hem come; 
3,81,"tho gamelyn seigh hem come · he loked over-al,"
3,82,and was war of a pestel · stood under a wal;
3,83,"gamelyn was light of foot · and thider gan he lepe,"
3,84,and drof alle his brotheres men · right on an hepe.
3,85,he loked as a wilde lyoun · and leyde on good woon; 
3,86,tho his brother say that · he bigan to goon;
3,87,he fley up in-til a loft · and schette the dore fast;
3,88,thus gamelyn with the pestel · made hem alle agast.
3,89,"some for gamelynes love · and some for his eye,"
3,90,alle they drowe by halves · tho he gan to pleye. 
3,91,'what! how now?' seyde gamelyn · 'evel mot ye thee!
3,92,wil ye biginne contek · and so sone flee?'
3,93,"gamelyn soughte his brother · whider he was flowe,"
3,94,and saugh wher he loked · out at a windowe.
3,95,"'brother,' sayde gamelyn · 'com a litel ner, "
3,96,and i wil teche thee a play · atte bokeler.'
3,97,"his brother him answerde · and swor by seynt richer,"
3,98,'whyl the pestel is in thin hond · i wil come no neer:
3,99,"brother, i wil make thy pees · i swere by cristes ore;"
3,100,cast away the pestel · and wraththe thee no-more.' 
3,101,"'i mot neede,' sayde gamelyn · 'wraththe me at oones,"
3,102,"for thou wolde make thy men · to breke myne boones,"
3,103,"ne hadde i had mayn · and might in myn armes,"
3,104,to have y-put hem fro me · they wolde have do me harmes.'
3,105,"'gamelyn,' sayde his brother · 'be thou nought wroth, "
3,106,for to seen thee have harm · it were me right loth;
3,107,"i ne dide it nought, brother · but for a fonding,"
3,108,for to loken if thou were strong · and art so ying.'
3,109,'com a-doun than to me · and graunte me my bone
3,110,of thing i wil thee aske · and we schul saughte sone.' 
3,111,"doun than cam his brother · that fikil was and fel,"
3,112,and was swithe sore · agast of the pestel.
3,113,"he seyde, 'brother gamelyn · aske me thy boone,"
3,114,and loke thou me blame · but i graunte sone.'
3,115,"thanne seyde gamelyn · 'brother, y-wis, "
3,116,and we schulle ben at oon · thou most me graunte this:
3,117,"al that my fader me biquath · whyl he was on lyve,"
3,118,thou most do me it have · yif we schul nat stryve.'
3,119,"'that schalt thou have, gamelyn · i swere by cristes ore!"
3,120,al that thy fader thee biquath · though thou woldest have more; 
3,121,"thy lond, that lyth laye · ful wel it schal be sowe,"
3,122,and thyn howses reysed up · that ben leyd so lowe.'
3,123,"thus seyde the knight · to gamelyn with mowthe,"
3,124,and thoughte eek of falsnes · as he wel couthe.
3,125,"the knight thoughte on tresoun · and gamelyn on noon, "
3,126,"and wente and kiste his brother · and, whan they were at oon,"
3,127,allas! yonge gamelyn · nothing he ne wiste
3,128,with which a false tresoun · his brother him kiste!
3,0,
3,1,"litheth, and lesteneth · and holdeth your tonge,"
3,2,and ye schul heere talking · of gamelyn the yonge. 
3,3,"ther was ther bisyden · cryed a wrastling,"
3,4,and therfor ther was set up · a ram and a ring;
3,5,"and gamelyn was in good wil · to wende therto,"
3,6,for to preven his might · what he cowthe do.
3,7,"'brother,' seyde gamelyn · 'by seynt richer, "
3,8,thou most lene me to-night · a litel courser
3,9,that is freisch to the spore · on for to ryde;
3,10,i most on an erande · a litel her bisyde.'
3,11,'by god!' seyde his brother · 'of steedes in my stalle
3,12,go and chese thee the best · and spare non of alle 
3,13,of steedes or of coursers · that stonden hem bisyde;
3,14,"and tel me, goode brother · whider thou wolt ryde.'"
3,0,
3,1,"'her bisyde, brother · is cryed a wrastling,"
3,2,and therfor schal be set up · a ram and a ring;
3,3,"moche worschip it were · brother, to us alle, "
3,4,might i the ram and the ring · bring home to this halle.'
3,5,a steede ther was sadeled · smertely and skeet;
3,6,gamelyn did a paire spores · fast on his feet.
3,7,"he sette his foot in the styrop · the steede he bistrood,"
3,8,and toward the wrasteling · the yonge child rood. 
3,9,"tho gamelyn the yonge · was ride out at the gat,"
3,10,"the false knight his brother · lokked it after that,"
3,11,"and bisoughte iesu crist · that is heven king,"
3,12,he mighte breke his nekke · in that wrasteling.
3,13,"as sone as gamelyn com · ther the place was, "
3,14,"he lighte doun of his steede · and stood on the gras,"
3,15,"and ther he herd a frankeleyn · wayloway singe,"
3,16,and bigan bitterly · his hondes for to wringe.
3,17,"'goode man,' seyde gamelyn · 'why makestow this fare?"
3,18,is ther no man that may · you helpe out of this care?' 
3,19,'allas!' seyde this frankeleyn · 'that ever was i bore!
3,20,for tweye stalworthe sones · i wene that i have lore;
3,21,"a champioun is in the place · that hath y-wrought me sorwe,"
3,22,for he hath slayn my two sones · but-if god hem borwe.
3,23,"i wold yeve ten pound · by iesu crist! and more, "
3,24,with the nones i fand a man · to handelen him sore.'
3,25,"'goode man,' sayde gamelyn · 'wilt thou wel doon,"
3,26,"hold myn hors, whyl my man · draweth of my schoon,"
3,27,"and help my man to kepe · my clothes and my steede,"
3,28,and i wil into place go · to loke if i may speede.' 
3,29,'by god!' sayde the frankeleyn · 'anon it schal be doon;
3,30,"i wil my-self be thy man · and drawen of thy schoon,"
3,31,"and wende thou into the place · iesu crist thee speede,"
3,32,and drede not of thy clothes · nor of thy goode steede.'
3,0,
3,1,"barfoot and ungert · gamelyn in cam, "
3,2,"alle that weren in the place · heede of him they nam,"
3,3,how he durste auntre him · of him to doon his might
3,4,that was so doughty champioun · in wrastling and in fight.
3,5,"up sterte the champioun · rapely and anoon,"
3,6,"toward yonge gamelyn · he bigan to goon, "
3,7,"and sayde, 'who is thy fader · and who is thy sire?"
3,8,for sothe thou art a gret fool · that thou come hire!'
3,9,"gamelyn answerde · the champioun tho,"
3,10,"'thou knewe wel my fader · whyl he couthe go,"
3,11,whyles he was on lyve · by seint martyn! 
3,12,sir iohan of boundys was his name · and i gamelyn.'
3,13,"'felaw,' seyde the champioun · 'al-so mot i thryve,"
3,14,i knew wel thy fader · whyl he was on lyve;
3,15,"and thyself, gamelyn · i wil that thou it heere,"
3,16,whyl thou were a yong boy · a moche schrewe thou were.' 
3,17,"than seyde gamelyn · and swor by cristes ore,"
3,18,'now i am older woxe · thou schalt me finde a more!'
3,19,'by god!' sayde the champioun · 'welcome mote thou be!
3,20,come thou ones in myn hond · schalt thou never thee.'
3,21,"it was wel withinne the night · and the moone schon, "
3,22,whan gamelyn and the champioun · togider gonne goon.
3,23,"the champioun caste tornes · to gamelyn that was prest,"
3,24,and gamelyn stood stille · and bad him doon his best.
3,25,"thanne seyde gamelyn · to the champioun,"
3,26,'thou art faste aboute · to bringe me adoun; 
3,27,"now i have y-proved · many tornes of thyne,"
3,28,"thow most,' he seyde, 'proven · on or two of myne.'"
3,29,"gamelyn to the champioun · yede smertely anon,"
3,30,"of all the tornes that he cowthe · he schewed him but oon,"
3,31,"and caste him on the lefte syde · that three ribbes to-brak, "
3,32,and ther-to his oon arm · that yaf a gret crak.
3,33,"thanne seyde gamelyn · smertely anoon,"
3,34,'schal it be holde for a cast · or elles for noon?'
3,35,"'by god!' seyde the champioun · 'whether that it be,"
3,36,he that cometh ones in thin hand · schal he never thee!' 
3,37,"than seyde the frankeleyn · that had his sones there,"
3,38,"'blessed be thou, gamelyn · that ever thou bore were!'"
3,39,"the frankeleyn seyde to the champioun · of him stood him noon eye,"
3,40,'this is yonge gamelyn · that taughte thee this pleye.'
3,41,"agein answerd the champioun · that lyked nothing wel, "
3,42,'he is a lither mayster · and his pley is right fel;
3,43,"sith i wrastled first · it is y-go ful yore,"
3,44,but i was nevere in my lyf · handeled so sore.'
3,45,"gamelyn stood in the place · allone withoute serk,"
3,46,"and seyde, 'if ther be eny mo · lat hem come to werk; "
3,47,"the champioun that peyned him · to werke so sore,"
3,48,it semeth by his continaunce · that he wil no-more.'
3,49,"gamelyn in the place · stood as stille as stoon,"
3,50,for to abyde wrasteling · but ther com noon;
3,51,"ther was noon with gamelyn · wolde wrastle more, "
3,52,for he handled the champioun · so wonderly sore.
3,53,"two gentil-men ther were · that yemede the place,"
3,54,comen to gamelyn · god yeve him goode grace!
3,55,"and sayde to him, 'do on · thyn hosen and thy schoon,"
3,56,for sothe at this tyme · this feire is y-doon.' 
3,57,"and than seyde gamelyn · 'so mot i wel fare,"
3,58,i have nought yet halven-del · sold up my ware.'
3,59,"tho seyde the champioun · 'so brouke i my sweere,"
3,60,he is a fool that ther-of byeth · thou sellest it so deere.'
3,61,"tho sayde the frankeleyn · that was in moche care, "
3,62,"'felaw,' he seyde · 'why lakkest thou his ware?"
3,63,"by seynt iame in galys · that many man hath sought,"
3,64,yet it is to good cheep · that thou hast y-bought.'
3,65,tho that wardeynes were · of that wrasteling
3,66,"come and broughte gamelyn · the ram and the ring, "
3,67,"and seyden, 'have, gamelyn · the ring and the ram,"
3,68,for the beste wrasteler · that ever here cam.'
3,69,"thus wan gamelyn · the ram and the ring,"
3,70,and wente with moche ioye · home in the morning.
3,71,"his brother seih wher he cam · with the grete rowte, "
3,72,and bad schitte the gate · and holde him withoute.
3,73,"the porter of his lord · was ful sore agast,"
3,74,and sterte anon to the gate · and lokked it fast.
3,0,
3,1,"now litheth, and lesteneth · bothe yonge and olde,"
3,2,and ye schul heere gamen · of gamelyn the bolde. 
3,3,"gamelyn come ther-to · for to have comen in,"
3,4,and thanne was it y-schet · faste with a pin;
3,5,"than seyde gamelyn · 'porter, undo the yat,"
3,6,for many good mannes sone · stondeth ther-at.'
3,7,"than answerd the porter · and swor by goddes berde, "
3,8,"'thow ne schalt, gamelyn · come into this yerde.'"
3,9,"'thow lixt,' sayde gamelyn · 'so browke i my chin!'"
3,10,he smot the wiket with his foot · and brak awey the pin.
3,11,"the porter seyh tho · it might no better be,"
3,12,he sette foot on erthe · and bigan to flee. 
3,13,"'by my faith,' seyde gamelyn · 'that travail is y-lore,"
3,14,for i am of foot as light as thou · though thou haddest swore.'
3,15,"gamelyn overtook the porter · and his teene wrak,"
3,16,"and gerte him in the nekke · that the bon to-brak,"
3,17,"and took him by that oon arm · and threw him in a welle, "
3,18,seven fadmen it was deep · as i have herd telle.
3,19,"whan gamelyn the yonge · thus hadde pleyd his play,"
3,20,alle that in the yerde were · drewen hem away;
3,21,"they dredden him ful sore · for werkes that he wroughte,"
3,22,and for the faire company · that he thider broughte. 
3,23,gamelyn yede to the gate · and leet it up wyde;
3,24,"he leet in alle maner men · that gon in wolde or ryde,"
3,25,"and seyde, 'ye be welcome · withouten eny greeve,"
3,26,for we wiln be maistres heer · and aske no man leve.
3,27,"yestirday i lefte' · seyde yonge gamelyn, "
3,28,'in my brother seller · fyve tonne of wyn;
3,29,"i wil not that this compaignye · parten a-twinne,"
3,30,"and ye wil doon after me · whyl eny sope is thrinne,"
3,31,"and if my brother grucche · or make foul cheere,"
3,32,"other for spense of mete or drink · that we spenden heere, "
3,33,"i am oure catour · and bere oure aller purs,"
3,34,he schal have for his grucching · seint maries curs.
3,35,"my brother is a niggoun · i swer by cristes ore,"
3,36,and we wil spende largely · that he hath spared yore;
3,37,"and who that maketh grucching · that we here dwelle, "
3,38,he schal to the porter · into the draw-welle.'
3,39,"seven dayes and seven night · gamelyn held his feste,"
3,40,"with moche mirth and solas · that was ther, and no cheste;"
3,41,"in a little toret · his brother lay y-steke,"
3,42,and sey hem wasten his good · but durste he not speke. 
3,43,"erly on a morning · on the eighte day,"
3,44,the gestes come to gamelyn · and wolde gon here way.
3,45,"'lordes,' seyde gamelyn · 'wil ye so hyë?"
3,46,al the wyn is not yet dronke · so brouke i myn yë.'
3,47,"gamelyn in his herte · was he ful wo, "
3,48,whan his gestes took her leve · from him for to go;
3,49,"he wolde they had lenger abide · and they seyde 'nay,'"
3,50,"but bitaughte gamelyn · god, and good day."
3,51,"thus made gamelyn his feest · and broughte it wel to ende,"
3,52,and after his gestes · toke leve to wende. 
3,0,
3,1,"litheth, and lesteneth · and holdeth youre tonge,"
3,2,and ye schul heere gamen · of gamelyn the yonge;
3,3,"herkeneth, lordinges · and lesteneth aright,"
3,4,whan alle gestes were goon · how gamelyn was dight.
3,5,"al the whyl that gamelyn · heeld his mangerye, "
3,6,his brother thoughte on him be wreke · with his treccherye.
3,7,"tho gamelyns gestes · were riden and y-goon,"
3,8,gamelyn stood allone · frendes had he noon;
3,9,"tho after ful soone · withinne a litel stounde,"
3,10,gamelyn was y-taken · and ful harde y-bounde. 
3,11,"forth com the false knight · out of the soleer,"
3,12,"to gamelyn his brother · he yede ful neer,"
3,13,and sayde to gamelyn · 'who made thee so bold
3,14,for to stroye my stoor · of myn houshold?'
3,15,"'brother,' seyde gamelyn · 'wraththe thee right nought, "
3,16,for it is many day y-gon · siththen it was bought;
3,17,"for, brother, thou hast y-had · by seynt richer,"
3,18,"of fiftene plowes of lond · this sixtene yer,"
3,19,"and of alle the beestes · thou hast forth bred,"
3,20,that my fader me biquath · on his deth-bed; 
3,21,"of al this sixtene yeer · i yeve thee the prow,"
3,22,for the mete and the drink · that we have spended now.'
3,23,thanne seyde the false knight · evel mot he thee!
3,24,"'herkne, brother gamelyn · what i wol yeve thee;"
3,25,"for of my body, brother · heir geten have i noon, "
3,26,i wil make thee myn heir · i swere by seint iohan.'
3,27,"par ma foy! sayde gamelyn · 'and if it so be,"
3,28,and thou thenke as thou seyst · god yelde it thee!'
3,29,nothing wiste gamelyn · of his brotheres gyle;
3,30,therfore he him bigyled · in a litel whyle. 
3,31,"'gamelyn,' seyde he · 'o thing i thee telle;"
3,32,"tho thou threwe my porter · in the draw-welle,"
3,33,"i swor in that wraththe · and in that grete moot,"
3,34,that thou schuldest be bounde · bothe hand and foot;
3,35,"therfore i thee biseche · brother gamelyn, "
3,36,lat me nought be forsworen · brother art thou myn;
3,37,"lat me binde thee now · bothe hand and feet,"
3,38,for to holde myn avow · as i thee biheet.'
3,39,"'brother,' sayde gamelyn · 'al-so mot i thee!"
3,40,thou schalt not be forsworen · for the love of me.' 
3,41,"tho made they gamelyn to sitte · mighte he nat stonde,"
3,42,til they hadde him bounde · bothe foot and honde.
3,43,"the false knight his brother · of gamelyn was agast,"
3,44,and sente aftir feteres · to feteren him fast.
3,45,"his brother made lesinges · on him ther he stood, "
3,46,and tolde hem that comen in · that gamelyn was wood.
3,47,"gamelyn stood to a post · bounden in the halle,"
3,48,tho that comen in ther · lokede on him alle.
3,49,ever stood gamelyn · even upright;
3,50,but mete ne drink had he non · neither day ne night. 
3,51,"than seyde gamelyn · 'brother, by myn hals,"
3,52,now i have aspyed · thou art a party fals;
3,53,"had i wist that tresoun · that thou haddest y-founde,"
3,54,i wolde have yeve thee strokes · or i had be bounde!'
3,55,gamelyn stood bounden · stille as eny stoon; 
3,56,two dayes and two nightes · mete had he noon.
3,57,"thanne seyde gamelyn · that stood y-bounde stronge,"
3,58,'adam spenser · me thinkth i faste to longe;
3,59,"adam spenser · now i byseche thee,"
3,60,"for the mochel love · my fader loved thee, "
3,61,"if thou may come to the keyes · lese me out of bond,"
3,62,and i wil parte with thee · of my free lond.'
3,63,"thanne seyde adam · that was the spencer,"
3,64,"'i have served thy brother · this sixtene yeer,"
3,65,"if i leete thee goon · out of his bour, "
3,66,he wolde say afterward · i were a traytour.'
3,67,"'adam,' sayde gamelyn · 'so brouke i myn hals!"
3,68,thou schalt finde my brother · atte laste fals;
3,69,"therfor, brother adam · louse me out of bond,"
3,70,and i wil parte with thee · of my free lond.' 
3,71,"'up swich a forward' · seyde adam, 'y-wis,"
3,72,i wil do therto · al that in me is.'
3,73,"'adam,' seyde gamelyn · 'al-so mot i thee,"
3,74,i wol holde thee covenant · and thou wil me.'
3,75,"anon as adames lord · to bedde was y-goon, "
3,76,"adam took the keyes, and leet · gamelyn out anoon;"
3,77,"he unlokked gamelyn · bothe handes and feet,"
3,78,in hope of avauncement · that he him biheet.
3,79,than seyde gamelyn · 'thanked be goddes sonde!
3,80,now i am loosed · bothe foot and honde; 
3,81,"had i now eten · and dronken aright,"
3,82,ther is noon in this hous · schulde binde me this night.'
3,83,"adam took gamelyn · as stille as ony stoon,"
3,84,"and ladde him in-to spence · rapely and anon,"
3,85,"and sette him to soper · right in a privee stede, "
3,86,he bad him do gladly · and gamelyn so dede.
3,87,"anon as gamelyn hadde · eten wel and fyn,"
3,88,"and therto y-dronke wel · of the rede wyn,"
3,89,"'adam,' seyde gamelyn · 'what is now thy reed?"
3,90,wher i go to my brother · and girde of his heed?' 
3,91,"'gamelyn,' seyde adam · 'it schal not be so."
3,92,i can teche thee a reed · that is worth the two.
3,93,"i wot wel for sothe · that this is no nay,"
3,94,we schul have a mangery · right on soneday;
3,95,"abbotes and priours · many heer schal be, "
3,96,and other men of holy chirche · as i telle thee;
3,97,"thow schalt stonde up by the post · as thou were hond-fast,"
3,98,and i schal leve hem unloke · awey thou may hem cast.
3,99,"whan that they have eten · and wasschen here hondes,"
3,100,thou schalt biseke hem alle · to bring thee out of bondes; 
3,101,"and if they wille borwe thee · that were good game,"
3,102,then were thou out of prisoun · and i out of blame;
3,103,"and if everich of hem · say unto us 'nay,'"
3,104,i schal do an other · i swere by this day!
3,105,"thou schalt have a good staf · and i wil have another, "
3,106,and cristes curs have that oon · that faileth that other!'
3,107,"'ye, for gode!' sayde gamelyn · 'i say it for me,"
3,108,if i fayle on my syde · yvel mot i thee!
3,109,"if we schul algate · assoile hem of here sinne,"
3,110,"warne me, brother adam · whan i schal biginne.' "
3,111,"'gamelyn,' seyde adam · 'by seynte charite,"
3,112,i wil warne thee biforn · whan that it schal be;
3,113,"whan i twinke on thee · loke for to goon,"
3,114,and cast awey the feteres · and com to me anoon.'
3,115,"'adam,' seide gamelyn · 'blessed be thy bones! "
3,116,that is a good counseil · yeven for the nones;
3,117,"if they werne me thanne · to bringe me out of bendes,"
3,118,i wol sette goode strokes · right on here lendes.'
3,0,
3,1,"tho the sonday was y-come · and folk to the feste,"
3,2,faire they were welcomed · both leste and meste; 
3,3,"and ever atte halle-dore · as they comen in,"
3,4,they caste their eye · on yonge gamelyn.
3,5,"the false knight his brother · ful of trechery,"
3,6,"alle the gestes that ther were · atte mangery,"
3,7,of gamelyn his brother · he tolde hem with mouthe 
3,8,al the harm and the schame · that he telle couthe.
3,9,"tho they were served · of messes two or three,"
3,10,than seyde gamelyn · 'how serve ye me?
3,11,it is nought wel served · by god that al made!
3,12,that i sitte fasting · and other men make glade.' 
3,13,"the false knight his brother · ther that he stood,"
3,14,tolde alle his gestes · that gamelyn was wood;
3,15,"and gamelyn stood stille · and answerde nought,"
3,16,but adames wordes · he held in his thought.
3,17,tho gamelyn gan speke · dolfully with-alle 
3,18,to the grete lordes · that saten in the halle:
